input_file,size,num_processors,elapsed_time
test_data/input_128M_1.txt, 134217728, 256, 12.3486
test_data/input_128M_2.txt, 134217728, 2, 11.4066
test_data/input_128M_2.txt, 134217728, 4, 11.2052
test_data/input_128M_2.txt, 134217728, 8, 11.3725
test_data/input_128M_2.txt, 134217728, 16, 11.552
test_data/input_128M_2.txt, 134217728, 32, 11.6407
test_data/input_128M_2.txt, 134217728, 128, 11.9773
test_data/input_128M_2.txt, 134217728, 256, 12.315
test_data/input_128M_3.txt, 134217728, 2, 16.2835
test_data/input_128M_3.txt, 134217728, 4, 13.6528
test_data/input_128M_3.txt, 134217728, 8, 13.2482
test_data/input_128M_3.txt, 134217728, 16, 13.1844
test_data/input_128M_3.txt, 134217728, 32, 13.4469
test_data/input_128M_3.txt, 134217728, 128, 13.6715
test_data/input_128M_3.txt, 134217728, 256, 14.9451
test_data/input_128M_4.txt, 134217728, 2, 16.1018
test_data/input_128M_4.txt, 134217728, 4, 13.3447
test_data/input_128M_4.txt, 134217728, 8, 13.3607
test_data/input_128M_4.txt, 134217728, 16, 13.0727
test_data/input_128M_4.txt, 134217728, 32, 13.2384
test_data/input_128M_4.txt, 134217728, 128, 13.7309
test_data/input_128M_4.txt, 134217728, 256, 15.0348
test_data/input_128M_5.txt, 134217728, 2, 16.2171
test_data/input_128M_5.txt, 134217728, 4, 13.8122
test_data/input_128M_5.txt, 134217728, 8, 13.5382
test_data/input_128M_5.txt, 134217728, 16, 13.0128
test_data/input_128M_5.txt, 134217728, 32, 13.3152
test_data/input_128M_5.txt, 134217728, 128, 13.8653
test_data/input_128M_5.txt, 134217728, 256, 14.9498
test_data/input_128M_6.txt, 134217728, 2, 16.1243
test_data/input_128M_6.txt, 134217728, 4, 13.6328
test_data/input_128M_6.txt, 134217728, 8, 13.5991
test_data/input_128M_6.txt, 134217728, 16, 13.0666
test_data/input_128M_6.txt, 134217728, 32, 13.3459
test_data/input_128M_6.txt, 134217728, 128, 13.693
test_data/input_128M_6.txt, 134217728, 256, 14.7804
test_data/input_128M_7.txt, 134217728, 2, 16.3005
test_data/input_128M_7.txt, 134217728, 4, 13.7281
test_data/input_128M_7.txt, 134217728, 8, 13.4563
test_data/input_128M_7.txt, 134217728, 16, 12.9393
test_data/input_128M_7.txt, 134217728, 32, 13.4493
test_data/input_128M_7.txt, 134217728, 128, 13.7524
test_data/input_128M_7.txt, 134217728, 256, 15.0267
test_data/input_128M_8.txt, 134217728, 2, 15.4363
test_data/input_128M_8.txt, 134217728, 4, 13.5556
test_data/input_128M_8.txt, 134217728, 8, 13.4907
test_data/input_128M_8.txt, 134217728, 16, 12.9918
test_data/input_128M_8.txt, 134217728, 32, 13.3222
test_data/input_128M_8.txt, 134217728, 128, 13.5936
test_data/input_128M_8.txt, 134217728, 256, 14.9545
test_data/input_128M_9.txt, 134217728, 2, 16.262
test_data/input_128M_9.txt, 134217728, 4, 13.1668
test_data/input_128M_9.txt, 134217728, 8, 13.3175
test_data/input_128M_9.txt, 134217728, 16, 13.034
test_data/input_128M_9.txt, 134217728, 32, 13.3667
test_data/input_128M_9.txt, 134217728, 128, 13.5298
test_data/input_128M_9.txt, 134217728, 256, 14.9686
test_data/input_128M_10.txt, 134217728, 2, 15.9353
test_data/input_128M_10.txt, 134217728, 4, 13.6886
test_data/input_128M_10.txt, 134217728, 8, 13.4841
test_data/input_128M_10.txt, 134217728, 16, 13.0851
test_data/input_128M_10.txt, 134217728, 32, 13.3157
test_data/input_128M_10.txt, 134217728, 128, 13.7454
test_data/input_128M_10.txt, 134217728, 256, 14.9425
